parcel_id,ai_review_score,investment_category,manual_review_flag,recommendation,development_opportunity_flag,development_opportunity_reason,reasoning_summary,key_risks,missing_information,next_due_diligence_step,confidence_level
92224-22-24-13020,8.5,Strong Manual Review Candidate,True,Research First,True,"Strong Match to Meta Tulsa Data Center at Fair Oaks Innovation Park with high investment signal and noted surrounding value momentum, indicating potential uplift from major industrial/data center and infrastructure investment in East Tulsa.","The parcel at 15100 N PEORIA AV has a low bid cost of 3059.81, clear legal description for a 5.102-acre tract, and is classified as A HS IMP (improved residential/agricultural), suggesting tangible on-site improvements. Rule-based scoring is high (8.7) with strong signals for bid price, address quality, property clarity, and surrounding value. Development intelligence shows a High-strength, Strong Match to the Meta Tulsa Data Center at Fair Oaks Innovation Park, with over $1B in investment and significant local infrastructure improvements, which supports potential value appreciation. Data confidence is High, and the only major structural data gap is the missing ZIP code, not the location itself.",ZIP code and city fields are unknown; exact proximity to the Meta data center and Fair Oaks Innovation Park is not quantified; owner name is unknown; property type A HS IMP suggests residential/agricultural use that may not directly align with industrial/data center uses without zoning and use verification.,Exact ZIP code and municipality; precise distance and orientation relative to the Meta Tulsa Data Center site within Fair Oaks Innovation Park; current zoning and allowable uses; condition and nature of existing improvements; access details and any easements or right-of-way impacts beyond the noted road deduction (LESS E16.5 FOR RD).,Confirm zoning and allowable uses for the 5.102-acre tract at 15100 N PEORIA AV and map its exact location relative to the Meta Tulsa Data Center and Fair Oaks Innovation Park boundaries to assess alignment with anticipated infrastructure and industrial growth.,High
44200-02-11-04390,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with no street, neighborhood, or ZIP match.","The parcel at 4696 N BOULDER AV W in Tulsa is a residential improvement (R IMP) with a low bid cost of 3,075.02 and high data confidence, including a complete address and clear legal description (LT 2 BLK 18, VALLEY VIEW ACRES, CITY OF TULSA). Rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate, driven by strong bid price and property clarity signals. However, the matched development (Meta data center in East Tulsa) has no clear overlap with this location, so development-driven upside is not supported.",ZIP code is unknown; no confirmed surrounding value or crime data; development intelligence does not clearly benefit this parcel; owner name is unknown; lack of explicit land use details beyond R IMP classification.,Exact ZIP code; detailed neighborhood and surrounding property values; current structure condition and occupancy; zoning specifics; confirmation of utilities and access; any code violations or liens beyond tax status.,"Verify parcel location and ZIP in county GIS, confirm zoning and existing structure condition, and compare assessed/market values of nearby residential properties in Valley View Acres to validate that the low bid cost of 3,075.02 reflects opportunity rather than structural or location-related impairment.",High
44200-02-11-05670,7.2,Strong Manual Review Candidate,True,Research First,False,The only cited development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no clear geographic overlap with this parcel; development signal is explicitly Low and match strength is No Clear Match.,"The property at 313 W 47 ST N in Tulsa is a residential improved (R IMP) lot in Valley View Acres with a clear legal description (LT 14 BLK 22 CITY OF TULSA | VALLEY VIEW ACRES) and high extraction confidence. The bid cost of 3081.02 is low, and rule-based scoring (6.8) already categorizes it as a Strong Manual Review Candidate, supported by complete address quality and strong property clarity. However, the ZIP code is unknown, surrounding value and crime risk are unknown, and the only referenced development project does not clearly relate to this location, so upside from broader investment momentum is not substantiated.","Unknown ZIP code; no surrounding value data; crime risk estimate unknown; development upside not clearly supported due to lack of overlap with the cited Meta data center project; owner listed as Unknown, which may complicate title or redemption research.",Exact ZIP code; confirmation of physical condition and occupancy of the residential improvement; neighborhood-level value indicators and crime data; verification of any liens or encumbrances beyond tax delinquency; precise distance and connectivity to major employment or development nodes in Tulsa.,"Confirm parcel location and ZIP via county GIS, then pull recent comparable sales and rent levels for Valley View Acres and adjacent blocks, and obtain a basic exterior condition check to validate that the residential improvement is usable.",High
47700-02-26-09610,7.2,Strong Manual Review Candidate,True,Research First,False,The only cited development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no clear geographic overlap with this parcel; development signal is explicitly Low with No Clear Match.,"The parcel at 2525 N MAIN ST E in Tulsa is a residential improved property (R HS IMP) with a relatively low bid cost of 3,082.54 and high data confidence. Address quality and property clarity are strong, and the rule-based system already scores it as a Strong Manual Review Candidate. However, the matched development project in East Tulsa does not clearly relate to this location, so development-driven upside cannot be assumed. Overall, the combination of low entry cost and clear residential use justifies manual review, but not a Good Investment classification at this stage.",ZIP code is unknown; no confirmed surrounding value or crime information; no clear overlap with major development activity; development upside not clearly supported; ownership details are unknown beyond tax records.,Exact ZIP code; detailed neighborhood context; current structure condition and occupancy; zoning confirmation beyond R HS IMP label; recent sales or assessed value data; any code violations or liens beyond the tax auction; crime and school quality indicators.,"Verify exact location and ZIP in county GIS, confirm zoning and allowed uses for the Winter View Heights subdivision, obtain recent photos or a drive-by condition check of the structure, and compare the bid cost of 3,082.54 to assessed value and nearby sales to validate risk/reward.",High
13800-02-12-02160,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear street, neighborhood, or ZIP overlap with this parcel; development signal is explicitly rated Low despite high investment at the project site.","The property is a residential improved parcel (R HS IMP) in the City of Tulsa with a clear address and legal description (LT 9 BLK 7, FAIRHILL 2ND ADDN). The bid cost is relatively low at 3086.51, and rule-based scoring (6.8) already categorizes it as a Strong Manual Review Candidate. Data confidence is High and property clarity is Strong, but the ZIP is unknown and there is no confirmed overlap with the cited Meta data center development, so upside from that project is uncertain.",Unknown ZIP and surrounding value; no confirmed development overlap with the Meta data center project; development signal rated Low; crime risk and neighborhood quality are unknown; ownership listed as Unknown may indicate title or notification complexities.,Exact ZIP code; detailed neighborhood and surrounding property values; condition of improvements; occupancy status; any code violations or liens beyond the tax issue; distance and connectivity to the Fair Oaks Innovation Park area.,"Verify the parcel’s exact location and ZIP, then pull local sales/comparable values and any code enforcement or lien records to assess the value and condition of the residential improvements relative to the 3086.51 bid cost.",High
36090-03-08-00970,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear street, neighborhood, or ZIP overlap with this parcel; development signal is explicitly Low despite strong citywide industrial momentum.","Parcel 36090-03-08-00970 at 4721 N BIRMINGHAM PL E is a residential improved (R IMP) lot in the City of Tulsa (Robinwood Addn Resub B1&5) with a low bid cost of 3,087.69 and high extraction/data confidence. Address and legal description are clear, making the asset identifiable and suitable for further underwriting. Rule-based scoring already flags it as a Strong Manual Review Candidate, but the associated Meta data center project has no clear locational match, so broader development upside is uncertain and should not be priced in at this stage.","ZIP code is unknown, limiting precise locational and comp analysis; no confirmed overlap with the Fair Oaks/Meta development area, so external appreciation drivers are unclear; surrounding value and crime risk are both unknown; owner name is listed as Unknown, which may complicate title and notification review.",Exact ZIP code; neighborhood and surrounding property condition; current structure condition and occupancy; detailed title status and any additional liens beyond the tax amount; local rent/sales comps and crime data.,"Confirm parcel location and ZIP via county GIS, then pull assessor and recorder records to verify structure details, ownership chain, and any non-tax liens; follow with a quick desktop or drive-by review of property and block conditions to determine realistic exit strategy and max bid ceiling.",High
05450-02-25-27030,7.2,Strong Manual Review Candidate,True,Research First,False,"Cited Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear street, neighborhood, or ZIP overlap with this parcel; development match is explicitly marked as No Clear Match with low development signal.","The property is a residential improved (R IMP) lot in the City of Tulsa with a clear address and legal description (LT 5 BLK 4, BROOKDALE RESUB B4 & PRT B5 HOMEBUILDERS). The bid cost of 3089.69 is relatively low, and rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate. Data confidence is high and property clarity is strong, but the ZIP is unknown and there is no confirmed linkage to the major Meta/Fair Oaks industrial development, so any appreciation from that project is speculative.",Unknown ZIP and precise submarket context; no confirmed surrounding value or crime data; development upside not clearly supported by the Meta/Fair Oaks project; owner listed as Unknown may complicate title/notification steps.,Exact ZIP code and neighborhood context; current physical condition and occupancy of the residential improvement; surrounding property values and rental/owner-occupancy patterns; any code violations or liens beyond the tax issue.,"Verify parcel location and ZIP in county GIS, confirm structure type and condition via street/imagery or site check, and pull nearby sales/assessed values to gauge whether the low bid cost aligns with typical land and improved residential values in this specific subdivision.",High
34750-02-26-08160,7.2,Strong Manual Review Candidate,True,Research First,False,The only cited development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no clear geographic overlap with this parcel; development signal is explicitly Low despite a High investment signal at the project level.,"The parcel at 2507 N MAIN ST E in Tulsa has high extraction confidence, a complete address, and a clear property type (R IMP), indicating a residential improvement with usable data. The bid cost of 3097.02 is relatively low, aligning with the rule-based Strong Manual Review Candidate score of 6.8. However, the matched development project in East Tulsa has no street, corridor, neighborhood, or ZIP overlap with this parcel, so it does not substantively raise this property’s priority beyond its intrinsic tax-auction value potential.","ZIP code is unknown, limiting precise location and comp context; no confirmed surrounding value or crime risk data; development upside is not clearly supported due to lack of geographic overlap with the cited Meta data center project; legal description references partial lots (PRT LTS 9 & 10) which may require survey or title clarification.",Exact ZIP code; detailed neighborhood and surrounding value context; condition and specifics of the residential improvement; confirmation of lot boundaries and access based on the partial-lot legal description; any liens or encumbrances beyond the tax issue.,"Manually verify the exact location and ZIP, obtain county assessor records for structure details and condition, and review a plat map or survey for the partial-lot legal description to confirm access, boundaries, and usability.",High
19725-03-30-11560,7.2,Strong Manual Review Candidate,True,Research First,False,No clear geographic overlap with the Meta Tulsa Data Center/Fair Oaks Innovation Park project; development signal explicitly rated Low.,"The parcel at 1743 E YOUNG PL N in Tulsa is classified as residential improved (R IMP) with a relatively low bid cost of 3,098.35 and high extraction/data confidence. Address and parcel information are clear enough for follow-up. Rule-based scoring already places it as a Strong Manual Review Candidate. However, the matched development (Meta data center at Fair Oaks Innovation Park) has no street, neighborhood, or ZIP overlap with this property, so broader development upside is not clearly supported.",ZIP code is unknown; no confirmed surrounding value or crime context; development upside not clearly supported due to lack of overlap with the cited industrial/data center project; owner name unknown may complicate title research.,Exact ZIP code; detailed neighborhood and surrounding property values; physical condition of the improvement; occupancy status; any liens or encumbrances beyond tax delinquency.,"Confirm exact location and ZIP via county GIS, then pull neighborhood sales/rent comps and property condition data to validate whether the low bid on this residential improved lot aligns with local values.",High
78810-84-11-09860,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic match to this Broken Arrow parcel; development signal is explicitly Low with no street, neighborhood, or ZIP overlap.","The parcel at 514 E DALLAS ST S in Broken Arrow is a residential improved property (R HS IMP) consisting of Lots 10 & 11, Block 25, in the College Addition. The bid cost of 3103.20 is low relative to the noted 14,000 value, and the rule-based system scores it 6.8 and labels it a Strong Manual Review Candidate. Address and parcel data are clear and data confidence is High. However, the only cited development (Meta data center at Fair Oaks Innovation Park) has no clear match to this location, so development upside is not supported by the provided intelligence.",ZIP code is unknown; no confirmed surrounding value or crime information; development upside is not clearly supported due to no geographic overlap with the cited Meta data center project; actual property condition and occupancy are unknown.,Exact ZIP code; current physical condition of improvements; occupancy/tenancy status; detailed surrounding property values; local crime and neighborhood quality indicators; any municipal liens or code violations.,"Verify exact location and ZIP, then obtain recent imagery or on-the-ground photos to assess structure condition and neighborhood context, followed by a check of local records for liens, code issues, and comparable sales in the College Addition of Broken Arrow.",High
40825-02-13-08350,7.2,Strong Manual Review Candidate,True,Research First,False,"No clear geographic overlap with the Meta Tulsa Data Center at Fair Oaks Innovation Park; development match strength is explicitly noted as No Clear Match, so local upside from that project is uncertain.","The parcel at 4355 N GARRISON AV E in Tulsa is a residential improved property (R IMP) with a low bid cost of 3109.68 and a clear legal description (LT 29 BLK 6 CITY OF TULSA | SUBURBAN ACRES SECOND). Address and parcel data quality are high, and the rule-based system already flags it as a Strong Manual Review Candidate with a score of 6.8. However, the ZIP is unknown, surrounding value and crime risk are unknown, and there is no confirmed overlap with the cited Meta data center development, so upside from nearby investment is not clearly supported.","Unknown ZIP code; unknown surrounding value and crime risk; no confirmed development overlap to support appreciation; physical condition, occupancy status, and title issues are not provided; neighborhood quality and rental/exit potential are unverified.",ZIP code; neighborhood and market context; crime and school indicators; current structure condition and habitability; occupancy/tenant status; any code violations or liens beyond taxes; zoning confirmation for R IMP use; recent comparable sales or assessed value.,"Confirm the exact ZIP and map the parcel to verify neighborhood context; pull county records for assessed value, prior sales, and any liens or code issues; obtain recent street/imagery or a drive-by inspection to assess structure condition; and verify zoning and any local restrictions before bidding.",High
23175-03-30-13610,7.2,Strong Manual Review Candidate,True,Research First,False,No clear geographic overlap between the parcel and the Meta Tulsa Data Center at Fair Oaks Innovation Park; development match is explicitly flagged as No Clear Match with low development signal.,"The parcel at 2526 N QUAKER AV E in the City of Tulsa has a low bid cost of 3115.02 and is clearly identified as a residential improvement (R IMP) with a specific lot and block in Lincoln Heights, indicating a tangible, likely buildable or existing residential asset. Address and parcel data quality are high, and rule-based scoring (6.8) already flags it as a strong manual review candidate. However, ZIP and surrounding value are unknown, and there is no confirmed nearby development catalyst, so it cannot be elevated to a Good Investment category based on current data alone.",Unknown ZIP and surrounding value; no confirmed development or infrastructure catalyst in the immediate area; crime risk is unknown; property condition is unknown despite being marked as R IMP; ownership listed as Unknown may signal potential title or notification complexities.,Exact ZIP code; current physical condition of the residential improvement; recent comparable sales or assessed value in Lincoln Heights; occupancy status; any code violations or liens beyond the tax issue; confirmation of neighborhood crime and rental/owner-occupancy profile.,"Manually verify the parcel location and ZIP, pull county assessor and code enforcement records for structure details and violations, and obtain recent comparable sales or rent data for Lincoln Heights to determine whether the low bid cost offers a meaningful discount relative to local market value.",High
44200-02-11-03560,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with No Clear Match.,"The property at 4690 N BOSTON AV E, Tulsa, is a residential improvement (R IMP) lot in the City of Tulsa (Valley View Acres) with a relatively low bid cost of 3117.68 and high extraction/data confidence. Address and parcel details are clear, and rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate. However, the cited Meta data center project does not have a street, neighborhood, or ZIP overlap, so development-driven upside is not supported by the provided data.","ZIP code is unknown; no confirmed surrounding value or crime data; development intelligence does not clearly benefit this parcel; overall development signal is Low, so long-term upside is uncertain based on current information.","Exact ZIP code; any indication of surrounding property values; condition and use of the existing residential improvement; local crime and neighborhood quality indicators; confirmation of proximity, if any, to other public or private investments beyond the Meta data center.","Manually verify the parcel’s exact location and ZIP, confirm the nature and condition of the residential improvement on LT 3 BLK 16 in Valley View Acres, and check for any other known public or private projects or infrastructure plans specifically affecting this immediate area.",High
90327-03-27-26880,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low and match strength is No Clear Match.,"The parcel at 2011 N YALE AV E, Tulsa, is a commercial improvement (C IMP) with a stated value of 35,483 and a relatively low bid cost of 3,120.35. Address and parcel data are clear, and extraction confidence is High. Rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate. However, the associated Meta data center project has no street, corridor, neighborhood, or ZIP overlap, so it does not materially enhance this parcel’s priority. The unknown ZIP and lack of surrounding value or crime data introduce uncertainty, but the combination of low bid and clear commercial classification justifies deeper manual review.",ZIP code is unknown; no quantified surrounding value or crime risk data; development upside is not clearly supported by the cited Meta project; owner name is unknown; commercial use specifics and condition of improvements are not provided.,"Exact ZIP code; detailed property characteristics (building size, age, condition, current use); confirmation of utilities and access; zoning details; surrounding property values and market context; any code violations or liens beyond tax status; crime and neighborhood stability indicators.","Manually verify the parcel’s exact location and ZIP, confirm zoning and current commercial use, obtain building and site details from county records or GIS (size, age, condition), and check for additional liens or code issues to assess whether the low bid relative to the 35,483 value is justified by hidden risks.",High
25500-03-29-06000,7.2,Strong Manual Review Candidate,True,Research First,False,Matched development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no clear geographic overlap with this parcel; development signal is explicitly Low and match strength is No Clear Match.,"The parcel at 1831 N BIRMINGHAM PL E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3123.68 and clear legal description and address, which aligns with the rule-based score of 6.8 and category Strong Manual Review Candidate. Data confidence is High and property clarity is Strong, making it suitable for deeper evaluation. However, the ZIP code and surrounding value context are unknown, and the only cited development intelligence does not clearly overlap this location, so development-driven upside is uncertain.","Unknown ZIP and surrounding value; no clear overlap with major cited development; crime risk estimate unknown; owner name listed as Unknown, which may complicate title or notification research.",Exact ZIP code; neighborhood and surrounding property values; physical condition of the residential improvement; occupancy status; detailed title history and any liens beyond tax delinquency; local crime and code enforcement history.,"Confirm parcel location and ZIP via county GIS, then pull assessor and recorder records to verify structure details, year built, liens, and any code violations; follow with a drive-by or recent imagery review to assess property condition and neighborhood context.",High
